AdSpendKey,WeekStartDate,DateKey,Year,Month,MonthName,YearMonth,ChannelKey,Budget,Spend,Impressions,Clicks,Conversions,RevenueGenerated,ROAS,CPA,CTR,CVR
650,2024-12-08,20241208,2024,12,December,2024-12,2,944.83,906.08,8529,325,12,1095.95,1.16,78.74,0.0381,0.0369
651,2024-12-15,20241215,2024,12,December,2024-12,2,972.71,937.02,6653,159,4,233.99,0.24,243.18,0.0239,0.0252
652,2024-12-22,20241222,2024,12,December,2024-12,2,967.78,910.52,8699,217,6,389.31,0.4,161.3,0.0249,0.0276
653,2024-12-01,20241201,2024,12,December,2024-12,3,1524.12,1435.69,19818,259,8,590.91,0.39,190.51,0.0131,0.0309
654,2024-12-08,20241208,2024,12,December,2024-12,3,1829.04,1737.69,41094,963,21,1114.0,0.61,87.1,0.0234,0.0218
655,2024-12-15,20241215,2024,12,December,2024-12,3,1751.92,1619.94,17364,672,23,1628.17,0.93,76.17,0.0387,0.0342
656,2024-12-22,20241222,2024,12,December,2024-12,3,1891.92,1848.15,21942,750,17,679.63,0.36,111.29,0.0342,0.0227
657,2024-12-01,20241201,2024,12,December,2024-12,4,1500.32,1374.05,28805,1148,28,1917.76,1.28,53.58,0.0399,0.0244
658,2024-12-08,20241208,2024,12,December,2024-12,4,1460.81,1324.54,13045,606,12,623.28,0.43,121.73,0.0465,0.0198
659,2024-12-15,20241215,2024,12,December,2024-12,4,1208.73,1126.79,17158,433,16,566.22,0.47,75.55,0.0252,0.037
660,2024-12-22,20241222,2024,12,December,2024-12,4,1380.61,1356.83,26261,1127,26,1701.64,1.23,53.1,0.0429,0.0231
661,2024-12-01,20241201,2024,12,December,2024-12,5,957.19,896.7,14767,798,22,2109.15,2.2,43.51,0.054,0.0276
662,2024-12-08,20241208,2024,12,December,2024-12,5,871.99,819.01,58295,2223,47,5251.26,6.02,18.55,0.0381,0.0211
663,2024-12-15,20241215,2024,12,December,2024-12,5,877.04,835.85,16454,706,12,1209.69,1.38,73.09,0.0429,0.017
664,2024-12-22,20241222,2024,12,December,2024-12,5,1087.84,1021.44,16345,957,12,777.71,0.71,90.65,0.0586,0.0125
665,2024-12-01,20241201,2024,12,December,2024-12,8,714.81,697.3,11220,495,14,868.82,1.22,51.06,0.0441,0.0283
666,2024-12-08,20241208,2024,12,December,2024-12,8,595.18,567.36,9083,477,11,773.93,1.3,54.11,0.0525,0.0231
667,2024-12-15,20241215,2024,12,December,2024-12,8,679.77,634.25,7093,198,4,286.76,0.42,169.94,0.0279,0.0202
668,2024-12-22,20241222,2024,12,December,2024-12,8,591.24,551.18,12284,335,15,850.78,1.44,39.42,0.0273,0.0448
669,2024-12-01,20241201,2024,12,December,2024-12,9,331.59,302.3,8497,171,3,165.43,0.5,110.53,0.0201,0.0175
670,2024-12-08,20241208,2024,12,December,2024-12,9,266.8,266.5,34242,1018,39,3308.09,12.4,6.84,0.0297,0.0383
671,2024-12-15,20241215,2024,12,December,2024-12,9,256.71,248.12,7372,74,2,178.42,0.7,128.36,0.01,0.027
672,2024-12-22,20241222,2024,12,December,2024-12,9,301.83,300.39,6494,108,3,240.36,0.8,100.61,0.0166,0.0278
673,2025-01-01,20250101,2025,1,January,2025-01,1,685.38,637.68,10799,726,35,2547.82,3.72,19.58,0.0672,0.0482
674,2025-01-08,20250108,2025,1,January,2025-01,1,641.09,577.33,3623,119,4,309.38,0.48,160.27,0.0328,0.0336
675,2025-01-15,20250115,2025,1,January,2025-01,1,639.45,582.34,3011,161,5,274.05,0.43,127.89,0.0535,0.0311
676,2025-01-22,20250122,2025,1,January,2025-01,1,736.87,712.41,3708,119,6,298.57,0.41,122.81,0.0321,0.0504
677,2025-01-01,20250101,2025,1,January,2025-01,2,430.59,403.74,2420,55,2,165.19,0.38,215.3,0.0227,0.0364
678,2025-01-08,20250108,2025,1,January,2025-01,2,475.15,460.94,4162,167,5,419.91,0.88,95.03,0.0401,0.0299
679,2025-01-15,20250115,2025,1,January,2025-01,2,516.23,505.1,11939,443,16,1274.12,2.47,32.26,0.0371,0.0361
680,2025-01-22,20250122,2025,1,January,2025-01,2,486.85,458.05,4954,246,9,717.18,1.47,54.09,0.0497,0.0366
681,2025-01-01,20250101,2025,1,January,2025-01,3,747.66,683.74,7760,172,5,340.73,0.46,149.53,0.0222,0.0291
682,2025-01-08,20250108,2025,1,January,2025-01,3,845.62,812.89,10110,261,7,416.85,0.49,120.8,0.0258,0.0268
683,2025-01-15,20250115,2025,1,January,2025-01,3,833.25,789.25,13451,382,12,532.57,0.64,69.44,0.0284,0.0314
684,2025-01-22,20250122,2025,1,January,2025-01,3,760.89,684.97,22484,396,12,938.7,1.23,63.41,0.0176,0.0303
685,2025-01-01,20250101,2025,1,January,2025-01,4,690.92,624.37,13168,489,10,403.21,0.58,69.09,0.0371,0.0204
686,2025-01-08,20250108,2025,1,January,2025-01,4,682.49,627.67,8246,212,4,208.36,0.31,170.62,0.0257,0.0189
687,2025-01-15,20250115,2025,1,January,2025-01,4,600.37,545.88,6508,297,6,334.87,0.56,100.06,0.0456,0.0202
688,2025-01-22,20250122,2025,1,January,2025-01,4,640.15,614.1,13878,414,14,701.87,1.1,45.72,0.0298,0.0338
689,2025-01-01,20250101,2025,1,January,2025-01,5,669.99,652.11,24732,967,23,1657.46,2.47,29.13,0.0391,0.0238
690,2025-01-08,20250108,2025,1,January,2025-01,5,723.66,662.72,12500,369,10,727.12,1.0,72.37,0.0295,0.0271
691,2025-01-15,20250115,2025,1,January,2025-01,5,786.26,710.18,14020,353,9,790.37,1.01,87.36,0.0252,0.0255
692,2025-01-22,20250122,2025,1,January,2025-01,5,729.87,712.56,16445,809,14,1462.21,2.0,52.13,0.0492,0.0173
693,2025-01-01,20250101,2025,1,January,2025-01,8,415.17,390.79,4765,214,4,240.25,0.58,103.79,0.0449,0.0187
694,2025-01-08,20250108,2025,1,January,2025-01,8,412.17,371.96,8398,282,8,568.65,1.38,51.52,0.0336,0.0284
695,2025-01-15,20250115,2025,1,January,2025-01,8,364.13,329.77,7653,606,19,1145.67,3.15,19.16,0.0792,0.0314
696,2025-01-22,20250122,2025,1,January,2025-01,8,342.49,324.19,8601,361,11,744.51,2.17,31.14,0.042,0.0305
697,2025-01-01,20250101,2025,1,January,2025-01,9,199.32,196.24,9008,119,3,230.78,1.16,66.44,0.0132,0.0252
698,2025-01-08,20250108,2025,1,January,2025-01,9,174.25,173.01,3909,40,1,91.8,0.53,174.25,0.0102,0.025
699,2025-01-15,20250115,2025,1,January,2025-01,9,192.83,185.78,6409,188,7,654.16,3.39,27.55,0.0293,0.0372
700,2025-01-22,20250122,2025,1,January,2025-01,9,196.77,186.15,5854,89,3,280.43,1.43,65.59,0.0152,0.0337
701,2025-02-01,20250201,2025,2,February,2025-02,1,775.21,728.82,4988,158,5,271.64,0.35,155.04,0.0317,0.0316
702,2025-02-08,20250208,2025,2,February,2025-02,1,734.61,714.4,3279,219,6,561.07,0.76,122.43,0.0668,0.0274
703,2025-02-15,20250215,2025,2,February,2025-02,1,776.27,773.8,5909,347,16,1109.87,1.43,48.52,0.0587,0.0461
704,2025-02-22,20250222,2025,2,February,2025-02,1,756.55,732.47,13411,535,21,1900.9,2.51,36.03,0.0399,0.0393
705,2025-02-01,20250201,2025,2,February,2025-02,2,551.99,505.76,6646,190,6,398.69,0.72,92.0,0.0286,0.0316
706,2025-02-08,20250208,2025,2,February,2025-02,2,509.09,479.72,2871,104,2,181.68,0.36,254.54,0.0362,0.0192
707,2025-02-15,20250215,2025,2,February,2025-02,2,508.78,460.2,4325,167,4,370.74,0.73,127.19,0.0386,0.024
708,2025-02-22,20250222,2025,2,February,2025-02,2,502.37,475.46,5686,154,3,237.67,0.47,167.46,0.0271,0.0195
709,2025-02-01,20250201,2025,2,February,2025-02,3,876.33,867.33,17327,541,13,494.59,0.56,67.41,0.0312,0.024
710,2025-02-08,20250208,2025,2,February,2025-02,3,884.96,878.74,10743,221,6,424.05,0.48,147.49,0.0206,0.0271
711,2025-02-15,20250215,2025,2,February,2025-02,3,915.94,915.28,11344,276,9,678.75,0.74,101.77,0.0243,0.0326
712,2025-02-22,20250222,2025,2,February,2025-02,3,752.98,729.01,18937,627,18,667.88,0.89,41.83,0.0331,0.0287
713,2025-02-01,20250201,2025,2,February,2025-02,4,733.81,714.67,12380,413,13,616.38,0.84,56.45,0.0334,0.0315
714,2025-02-08,20250208,2025,2,February,2025-02,4,693.3,638.0,10051,415,10,358.83,0.52,69.33,0.0413,0.0241
715,2025-02-15,20250215,2025,2,February,2025-02,4,742.05,686.81,6714,156,4,297.75,0.4,185.51,0.0232,0.0256
716,2025-02-22,20250222,2025,2,February,2025-02,4,829.85,791.81,11228,393,14,707.84,0.85,59.28,0.035,0.0356
717,2025-02-01,20250201,2025,2,February,2025-02,5,844.96,828.51,12538,706,10,664.24,0.79,84.5,0.0563,0.0142
718,2025-02-08,20250208,2025,2,February,2025-02,5,838.33,795.09,47098,2301,43,4167.59,4.97,19.5,0.0489,0.0187
719,2025-02-15,20250215,2025,2,February,2025-02,5,809.47,788.5,14719,699,16,1052.94,1.3,50.59,0.0475,0.0229
720,2025-02-22,20250222,2025,2,February,2025-02,5,695.73,681.24,19235,1095,12,922.26,1.33,57.98,0.0569,0.011
721,2025-02-01,20250201,2025,2,February,2025-02,8,439.75,414.78,5943,229,8,415.72,0.95,54.97,0.0385,0.0349
722,2025-02-08,20250208,2025,2,February,2025-02,8,366.79,362.59,10895,699,28,2331.27,6.36,13.1,0.0642,0.0401
723,2025-02-15,20250215,2025,2,February,2025-02,8,382.3,364.01,5804,451,22,1427.25,3.73,17.38,0.0777,0.0488
724,2025-02-22,20250222,2025,2,February,2025-02,8,458.11,452.11,20948,1024,29,1924.97,4.2,15.8,0.0489,0.0283
725,2025-02-01,20250201,2025,2,February,2025-02,9,241.87,227.71,7960,198,6,476.04,1.97,40.31,0.0249,0.0303
726,2025-02-08,20250208,2025,2,February,2025-02,9,237.72,236.51,9355,144,3,188.9,0.79,79.24,0.0154,0.0208
727,2025-02-15,20250215,2025,2,February,2025-02,9,199.55,196.71,7224,175,2,142.98,0.72,99.78,0.0242,0.0114
728,2025-02-22,20250222,2025,2,February,2025-02,9,231.71,231.0,8539,237,4,215.35,0.93,57.93,0.0278,0.0169
729,2025-03-01,20250301,2025,3,March,2025-03,1,874.49,857.05,8760,451,22,1623.84,1.86,39.75,0.0515,0.0488
730,2025-03-08,20250308,2025,3,March,2025-03,1,803.89,764.37,3528,150,6,349.9,0.44,133.98,0.0425,0.04
731,2025-03-15,20250315,2025,3,March,2025-03,1,755.21,697.9,5169,317,9,409.54,0.54,83.91,0.0613,0.0284
732,2025-03-22,20250322,2025,3,March,2025-03,1,896.96,876.57,14418,540,13,1155.77,1.29,69.0,0.0375,0.0241
733,2025-03-01,20250301,2025,3,March,2025-03,2,594.83,587.29,9500,203,8,467.39,0.79,74.35,0.0214,0.0394
734,2025-03-08,20250308,2025,3,March,2025-03,2,588.97,567.72,6438,260,6,510.15,0.87,98.16,0.0404,0.0231
735,2025-03-15,20250315,2025,3,March,2025-03,2,506.59,493.85,4739,150,6,373.76,0.74,84.43,0.0317,0.04
736,2025-03-22,20250322,2025,3,March,2025-03,2,576.5,547.97,8919,294,6,417.42,0.72,96.08,0.033,0.0204
737,2025-03-01,20250301,2025,3,March,2025-03,3,958.54,878.18,8337,270,7,435.76,0.45,136.93,0.0324,0.0259
738,2025-03-08,20250308,2025,3,March,2025-03,3,1040.37,942.97,32308,1176,33,1795.34,1.73,31.53,0.0364,0.0281
739,2025-03-15,20250315,2025,3,March,2025-03,3,861.63,848.78,18177,462,12,606.02,0.7,71.8,0.0254,0.026
740,2025-03-22,20250322,2025,3,March,2025-03,3,882.74,823.52,19769,371,10,680.29,0.77,88.27,0.0188,0.027
741,2025-03-01,20250301,2025,3,March,2025-03,4,751.28,711.71,12485,382,15,791.19,1.05,50.09,0.0306,0.0393
742,2025-03-08,20250308,2025,3,March,2025-03,4,804.96,757.29,9331,198,4,218.71,0.27,201.24,0.0212,0.0202
743,2025-03-15,20250315,2025,3,March,2025-03,4,780.6,748.86,9245,369,10,512.03,0.66,78.06,0.0399,0.0271
744,2025-03-22,20250322,2025,3,March,2025-03,4,869.65,816.87,21131,891,21,933.91,1.07,41.41,0.0422,0.0236
745,2025-03-01,20250301,2025,3,March,2025-03,5,741.41,734.33,12691,434,5,450.81,0.61,148.28,0.0342,0.0115
746,2025-03-08,20250308,2025,3,March,2025-03,5,829.04,802.96,14637,616,17,1090.97,1.32,48.77,0.0421,0.0276
747,2025-03-15,20250315,2025,3,March,2025-03,5,961.12,898.48,28857,1056,12,1159.16,1.21,80.09,0.0366,0.0114
748,2025-03-22,20250322,2025,3,March,2025-03,5,967.16,912.82,15350,718,11,889.65,0.92,87.92,0.0468,0.0153
749,2025-03-01,20250301,2025,3,March,2025-03,8,499.78,454.74,12077,770,32,1579.3,3.16,15.62,0.0638,0.0416
750,2025-03-08,20250308,2025,3,March,2025-03,8,447.85,439.97,9465,634,31,2603.88,5.81,14.45,0.067,0.0489
751,2025-03-15,20250315,2025,3,March,2025-03,8,501.55,491.01,9361,679,29,1628.92,3.25,17.29,0.0725,0.0427
752,2025-03-22,20250322,2025,3,March,2025-03,8,513.72,467.96,6698,248,7,445.42,0.87,73.39,0.037,0.0282
753,2025-03-01,20250301,2025,3,March,2025-03,9,236.78,220.78,6880,111,1,68.39,0.29,236.78,0.0161,0.009
754,2025-03-08,20250308,2025,3,March,2025-03,9,236.22,229.02,13130,173,6,367.45,1.56,39.37,0.0132,0.0347
755,2025-03-15,20250315,2025,3,March,2025-03,9,237.69,225.67,7490,192,7,583.15,2.45,33.96,0.0256,0.0365
756,2025-03-22,20250322,2025,3,March,2025-03,9,248.2,247.51,11972,273,10,793.98,3.2,24.82,0.0228,0.0366
757,2025-04-01,20250401,2025,4,April,2025-04,1,975.38,892.2,7721,317,11,504.3,0.52,88.67,0.0411,0.0347
758,2025-04-08,20250408,2025,4,April,2025-04,1,992.36,911.11,6119,388,16,935.58,0.94,62.02,0.0634,0.0412
759,2025-04-15,20250415,2025,4,April,2025-04,1,819.63,815.41,4661,272,11,798.3,0.97,74.51,0.0584,0.0404
760,2025-04-22,20250422,2025,4,April,2025-04,1,915.99,911.87,15781,758,40,2392.91,2.61,22.9,0.048,0.0528
761,2025-04-01,20250401,2025,4,April,2025-04,2,593.63,565.86,5743,161,6,421.5,0.71,98.94,0.028,0.0373
762,2025-04-08,20250408,2025,4,April,2025-04,2,520.47,489.13,3609,128,4,274.89,0.53,130.12,0.0355,0.0312
763,2025-04-15,20250415,2025,4,April,2025-04,2,588.52,574.12,4442,185,7,642.03,1.09,84.07,0.0416,0.0378
764,2025-04-22,20250422,2025,4,April,2025-04,2,545.01,519.53,8841,337,8,742.62,1.36,68.13,0.0381,0.0237
765,2025-04-01,20250401,2025,4,April,2025-04,3,875.04,859.16,20826,413,10,469.4,0.54,87.5,0.0198,0.0242
766,2025-04-08,20250408,2025,4,April,2025-04,3,1140.43,1059.15,15783,316,6,352.69,0.31,190.07,0.02,0.019
767,2025-04-15,20250415,2025,4,April,2025-04,3,1083.67,1003.53,12650,375,7,586.33,0.54,154.81,0.0296,0.0187
768,2025-04-22,20250422,2025,4,April,2025-04,3,895.3,814.73,19233,664,12,480.03,0.54,74.61,0.0345,0.0181
769,2025-04-01,20250401,2025,4,April,2025-04,4,769.97,743.0,12067,346,7,430.13,0.56,110.0,0.0287,0.0202
770,2025-04-08,20250408,2025,4,April,2025-04,4,836.85,813.77,6088,236,7,464.23,0.55,119.55,0.0388,0.0297
771,2025-04-15,20250415,2025,4,April,2025-04,4,726.31,693.76,5651,122,2,144.99,0.2,363.15,0.0216,0.0164
772,2025-04-22,20250422,2025,4,April,2025-04,4,959.65,953.85,13186,459,13,1060.4,1.1,73.82,0.0348,0.0283
773,2025-04-01,20250401,2025,4,April,2025-04,5,824.15,792.74,11684,496,6,477.5,0.58,137.36,0.0425,0.0121
774,2025-04-08,20250408,2025,4,April,2025-04,5,773.01,723.43,15449,438,5,512.39,0.66,154.6,0.0284,0.0114
775,2025-04-15,20250415,2025,4,April,2025-04,5,984.4,968.52,30886,1662,47,3524.73,3.58,20.94,0.0538,0.0283
776,2025-04-22,20250422,2025,4,April,2025-04,5,910.59,902.37,14470,501,10,798.58,0.88,91.06,0.0346,0.02
777,2025-04-01,20250401,2025,4,April,2025-04,8,514.42,507.11,12058,669,28,1522.88,2.96,18.37,0.0555,0.0419
778,2025-04-08,20250408,2025,4,April,2025-04,8,477.86,434.05,7511,188,8,408.12,0.85,59.73,0.025,0.0426
779,2025-04-15,20250415,2025,4,April,2025-04,8,549.11,501.41,7650,355,8,751.49,1.37,68.64,0.0464,0.0225
780,2025-04-22,20250422,2025,4,April,2025-04,8,483.58,438.9,15549,1206,57,5193.99,10.74,8.48,0.0776,0.0473
781,2025-04-01,20250401,2025,4,April,2025-04,9,268.8,263.65,4828,138,2,155.67,0.58,134.4,0.0286,0.0145
782,2025-04-08,20250408,2025,4,April,2025-04,9,278.99,259.21,34999,869,34,1789.66,6.41,8.21,0.0248,0.0391
783,2025-04-15,20250415,2025,4,April,2025-04,9,262.8,241.89,7030,88,3,273.27,1.04,87.6,0.0125,0.0341
784,2025-04-22,20250422,2025,4,April,2025-04,9,271.43,261.1,13523,385,13,991.98,3.65,20.88,0.0285,0.0338
785,2025-05-01,20250501,2025,5,May,2025-05,1,909.36,869.38,10303,562,14,1185.33,1.3,64.95,0.0545,0.0249
786,2025-05-08,20250508,2025,5,May,2025-05,1,966.92,929.81,5717,341,11,763.66,0.79,87.9,0.0596,0.0323
787,2025-05-15,20250515,2025,5,May,2025-05,1,987.32,898.1,14506,761,35,1591.24,1.61,28.21,0.0525,0.046
788,2025-05-22,20250522,2025,5,May,2025-05,1,817.08,773.85,6655,386,10,767.96,0.94,81.71,0.058,0.0259
789,2025-05-01,20250501,2025,5,May,2025-05,2,715.86,646.43,5721,217,5,225.35,0.31,143.17,0.0379,0.023
790,2025-05-08,20250508,2025,5,May,2025-05,2,552.17,529.16,13471,613,15,760.6,1.38,36.81,0.0455,0.0245
791,2025-05-15,20250515,2025,5,May,2025-05,2,655.43,619.53,6051,301,11,609.98,0.93,59.58,0.0497,0.0365
792,2025-05-22,20250522,2025,5,May,2025-05,2,606.91,604.22,4087,201,4,214.55,0.35,151.73,0.0492,0.0199
793,2025-05-01,20250501,2025,5,May,2025-05,3,936.64,897.57,12712,407,9,655.7,0.7,104.07,0.032,0.0221
794,2025-05-08,20250508,2025,5,May,2025-05,3,1000.13,924.62,8102,193,4,268.54,0.27,250.03,0.0238,0.0207
795,2025-05-15,20250515,2025,5,May,2025-05,3,1197.68,1181.04,14379,363,11,490.03,0.41,108.88,0.0252,0.0303
796,2025-05-22,20250522,2025,5,May,2025-05,3,1160.79,1084.55,10410,400,10,598.63,0.52,116.08,0.0384,0.025
797,2025-05-01,20250501,2025,5,May,2025-05,4,921.08,906.77,8618,240,5,233.86,0.25,184.22,0.0278,0.0208
798,2025-05-08,20250508,2025,5,May,2025-05,4,760.91,747.49,10325,447,11,546.68,0.72,69.17,0.0433,0.0246
799,2025-05-15,20250515,2025,5,May,2025-05,4,880.8,815.85,11599,549,14,599.8,0.68,62.91,0.0473,0.0255
800,2025-05-22,20250522,2025,5,May,2025-05,4,882.69,859.04,7305,308,7,493.47,0.56,126.1,0.0422,0.0227
801,2025-05-01,20250501,2025,5,May,2025-05,5,908.55,839.19,19362,507,14,946.06,1.04,64.9,0.0262,0.0276
802,2025-05-08,20250508,2025,5,May,2025-05,5,881.13,803.29,15965,951,24,1714.31,1.95,36.71,0.0596,0.0252
803,2025-05-15,20250515,2025,5,May,2025-05,5,933.89,843.67,11639,307,3,226.38,0.24,311.3,0.0264,0.0098
804,2025-05-22,20250522,2025,5,May,2025-05,5,1080.13,1054.45,24187,842,20,1739.13,1.61,54.01,0.0348,0.0238
805,2025-05-01,20250501,2025,5,May,2025-05,8,566.88,521.33,11361,787,16,726.11,1.28,35.43,0.0693,0.0203
806,2025-05-08,20250508,2025,5,May,2025-05,8,518.68,480.36,17020,469,13,891.03,1.72,39.9,0.0276,0.0277
807,2025-05-15,20250515,2025,5,May,2025-05,8,544.08,537.74,13734,661,29,2392.24,4.4,18.76,0.0481,0.0439
808,2025-05-22,20250522,2025,5,May,2025-05,8,541.7,517.04,7254,264,7,529.06,0.98,77.39,0.0364,0.0265
809,2025-05-01,20250501,2025,5,May,2025-05,9,260.95,244.07,5389,82,3,183.91,0.7,86.98,0.0152,0.0366
810,2025-05-08,20250508,2025,5,May,2025-05,9,288.46,275.58,19214,538,20,1472.88,5.11,14.42,0.028,0.0372
811,2025-05-15,20250515,2025,5,May,2025-05,9,291.22,273.02,12816,150,2,166.88,0.57,145.61,0.0117,0.0133
812,2025-05-22,20250522,2025,5,May,2025-05,9,291.56,275.55,31295,633,9,843.71,2.89,32.4,0.0202,0.0142
813,2025-06-01,20250601,2025,6,June,2025-06,1,1014.76,924.04,7749,284,12,927.73,0.91,84.56,0.0366,0.0423
814,2025-06-08,20250608,2025,6,June,2025-06,1,971.92,967.1,6751,282,9,420.83,0.43,107.99,0.0418,0.0319
815,2025-06-15,20250615,2025,6,June,2025-06,1,814.19,789.97,8396,498,22,1825.5,2.24,37.01,0.0593,0.0442
816,2025-06-22,20250622,2025,6,June,2025-06,1,984.46,903.14,11452,712,22,1065.8,1.08,44.75,0.0622,0.0309
817,2025-06-01,20250601,2025,6,June,2025-06,2,553.64,548.62,3302,154,3,259.92,0.47,184.55,0.0466,0.0195
818,2025-06-08,20250608,2025,6,June,2025-06,2,617.8,609.13,4743,155,4,213.64,0.35,154.45,0.0327,0.0258
819,2025-06-15,20250615,2025,6,June,2025-06,2,526.88,521.86,6674,243,5,330.52,0.63,105.38,0.0364,0.0206
820,2025-06-22,20250622,2025,6,June,2025-06,2,519.96,497.26,4928,216,7,395.06,0.76,74.28,0.0438,0.0324
821,2025-06-01,20250601,2025,6,June,2025-06,3,923.34,845.71,9869,134,2,115.28,0.12,461.67,0.0136,0.0149
822,2025-06-08,20250608,2025,6,June,2025-06,3,980.75,930.29,27542,558,19,756.58,0.77,51.62,0.0203,0.0341
823,2025-06-15,20250615,2025,6,June,2025-06,3,1088.8,1026.8,8542,110,2,121.96,0.11,544.4,0.0129,0.0182
824,2025-06-22,20250622,2025,6,June,2025-06,3,953.92,911.74,11414,133,3,207.83,0.22,317.97,0.0117,0.0226
825,2025-06-01,20250601,2025,6,June,2025-06,4,841.7,787.83,13087,234,6,352.1,0.42,140.28,0.0179,0.0256
826,2025-06-08,20250608,2025,6,June,2025-06,4,826.49,746.29,15929,571,22,1787.68,2.16,37.57,0.0358,0.0385
827,2025-06-15,20250615,2025,6,June,2025-06,4,816.22,761.2,12123,231,7,464.68,0.57,116.6,0.0191,0.0303
828,2025-06-22,20250622,2025,6,June,2025-06,4,787.81,744.22,10341,304,8,327.88,0.42,98.48,0.0294,0.0263
829,2025-06-01,20250601,2025,6,June,2025-06,5,1001.1,934.42,46001,2095,22,1687.39,1.69,45.5,0.0455,0.0105
830,2025-06-08,20250608,2025,6,June,2025-06,5,979.37,957.96,15099,633,10,1041.26,1.06,97.94,0.0419,0.0158
831,2025-06-15,20250615,2025,6,June,2025-06,5,865.28,796.66,24820,1347,28,2468.41,2.85,30.9,0.0543,0.0208
832,2025-06-22,20250622,2025,6,June,2025-06,5,896.83,872.55,15412,623,13,1137.44,1.27,68.99,0.0404,0.0209
833,2025-06-01,20250601,2025,6,June,2025-06,8,537.6,525.3,12144,766,16,1319.61,2.45,33.6,0.0631,0.0209
834,2025-06-08,20250608,2025,6,June,2025-06,8,432.58,424.94,7049,455,17,1406.97,3.25,25.45,0.0645,0.0374
835,2025-06-15,20250615,2025,6,June,2025-06,8,536.4,486.66,9266,452,20,1509.38,2.81,26.82,0.0488,0.0442
836,2025-06-22,20250622,2025,6,June,2025-06,8,453.65,444.63,8348,480,21,1104.78,2.44,21.6,0.0575,0.0437
837,2025-06-01,20250601,2025,6,June,2025-06,9,235.07,212.16,20973,211,5,250.89,1.07,47.01,0.0101,0.0237
838,2025-06-08,20250608,2025,6,June,2025-06,9,235.54,215.74,13262,364,12,595.5,2.53,19.63,0.0274,0.033
839,2025-06-15,20250615,2025,6,June,2025-06,9,235.55,224.37,7083,84,3,247.64,1.05,78.52,0.0119,0.0357
840,2025-06-22,20250622,2025,6,June,2025-06,9,222.57,208.72,4665,112,2,122.8,0.55,111.29,0.024,0.0179
841,2025-07-01,20250701,2025,7,July,2025-07,1,898.8,870.61,8850,610,23,1743.77,1.94,39.08,0.0689,0.0377
842,2025-07-08,20250708,2025,7,July,2025-07,1,865.4,794.8,7123,378,20,1412.2,1.63,43.27,0.0531,0.0529
843,2025-07-15,20250715,2025,7,July,2025-07,1,961.09,955.44,5915,355,14,946.45,0.98,68.65,0.06,0.0394
844,2025-07-22,20250722,2025,7,July,2025-07,1,831.96,812.26,5740,382,17,1026.45,1.23,48.94,0.0666,0.0445
845,2025-07-01,20250701,2025,7,July,2025-07,2,508.33,503.43,3761,138,6,461.73,0.91,84.72,0.0367,0.0435
846,2025-07-08,20250708,2025,7,July,2025-07,2,605.88,576.33,6516,243,9,595.72,0.98,67.32,0.0373,0.037
847,2025-07-15,20250715,2025,7,July,2025-07,2,574.97,541.3,4200,107,2,149.34,0.26,287.48,0.0255,0.0187
848,2025-07-22,20250722,2025,7,July,2025-07,2,622.54,587.01,7079,304,11,696.83,1.12,56.59,0.0429,0.0362
849,2025-07-01,20250701,2025,7,July,2025-07,3,932.86,861.09,18760,521,14,569.16,0.61,66.63,0.0278,0.0269
850,2025-07-08,20250708,2025,7,July,2025-07,3,1069.02,981.81,9836,179,3,207.63,0.19,356.34,0.0182,0.0168
851,2025-07-15,20250715,2025,7,July,2025-07,3,855.98,774.6,7724,129,2,106.2,0.12,427.99,0.0167,0.0155
852,2025-07-22,20250722,2025,7,July,2025-07,3,995.07,974.42,13372,272,4,259.81,0.26,248.77,0.0203,0.0147
853,2025-07-01,20250701,2025,7,July,2025-07,4,919.64,894.69,18544,767,19,710.59,0.77,48.4,0.0414,0.0248
854,2025-07-08,20250708,2025,7,July,2025-07,4,789.85,738.64,19830,369,11,846.79,1.07,71.8,0.0186,0.0298
855,2025-07-15,20250715,2025,7,July,2025-07,4,841.7,830.15,13742,622,20,1255.82,1.49,42.09,0.0453,0.0322
856,2025-07-22,20250722,2025,7,July,2025-07,4,734.96,667.39,5616,211,5,257.01,0.35,146.99,0.0376,0.0237
857,2025-07-01,20250701,2025,7,July,2025-07,5,888.79,862.63,54064,1558,41,2718.76,3.06,21.68,0.0288,0.0263
858,2025-07-08,20250708,2025,7,July,2025-07,5,830.85,798.66,8491,328,4,215.12,0.26,207.71,0.0386,0.0122
859,2025-07-15,20250715,2025,7,July,2025-07,5,739.27,724.41,8741,435,9,543.64,0.74,82.14,0.0498,0.0207
860,2025-07-22,20250722,2025,7,July,2025-07,5,809.17,760.82,32552,1703,48,4761.13,5.88,16.86,0.0523,0.0282
861,2025-07-01,20250701,2025,7,July,2025-07,8,426.35,389.08,10541,803,39,2555.95,5.99,10.93,0.0762,0.0486
862,2025-07-08,20250708,2025,7,July,2025-07,8,532.07,496.46,6694,422,15,1017.07,1.91,35.47,0.063,0.0355
863,2025-07-15,20250715,2025,7,July,2025-07,8,484.03,448.0,9986,408,18,1293.13,2.67,26.89,0.0409,0.0441
864,2025-07-22,20250722,2025,7,July,2025-07,8,418.06,385.3,5136,332,12,775.99,1.86,34.84,0.0646,0.0361
865,2025-07-01,20250701,2025,7,July,2025-07,9,219.91,212.41,6285,131,3,176.28,0.8,73.3,0.0208,0.0229
